workload,model_label,model,hardware_profile,hardware_label,request_wall_s,network_s,tokenization_s,inference_s,postprocess_s,total_latency_s,input_tokens,output_tokens,total_tokens,cpu_energy_j,gpu_energy_j,total_energy_j,api_cost_usd,energy_cost_usd,hardware_cost_usd,total_cost_usd,cost_per_1k_tokens_usd,energy_j_per_1k_tokens,active_device_energy_j,active_device_energy_j_per_1k_tokens,accuracy,series_label
classification,Qwen 3.5 0.8B,qwen3.5:0.8b,cpu,CPU / num_gpu=0,4.797247428687484,0.0027100673749840937,0.22184274643750002,4.572694614875,4.992499995637445e-06,4.79725242118748,64.75,96.0,160.75,283.86063960404226,222.4528360542898,506.31347565833204,0.0,2.53156737829166e-05,0.0,2.53156737829166e-05,0.00015750635406988126,3150.127081398668,283.86063960404226,1766.1015159843164,0.0,Qwen 3.5 0.8B | CPU / num_gpu=0
classification,Qwen 3.5 0.8B,qwen3.5:0.8b,gpu,A100 40GB / Docker Model Runner GPU,0.8159150188124613,0.00255762518746125,0.046422174000000004,0.766935219625,7.741499985058908e-06,0.8159227603124464,64.75,96.0,160.75,7.7565422750273445,80.12351047829922,87.88005275332658,0.0,4.3940026376663285e-06,0.0,4.3940026376663285e-06,2.7341420403744072e-05,546.8284080748815,80.12351047829922,498.60380682841014,0.0,Qwen 3.5 0.8B | A100 40GB / Docker Model Runner GPU
classification,Qwen 3.5 4B,qwen3.5:4b,cpu,CPU / num_gpu=0,12.196255676124906,0.0032688553124059,0.9185304219375,11.274456398875,4.723937507833398e-06,12.196260400062414,64.75,96.0,160.75,760.9585329057014,567.2338740327817,1328.1924069384831,0.0,6.640962034692416e-05,0.0,6.640962034692416e-05,0.000413163196285125,8263.263925703399,760.9585329057014,4734.282810655848,0.0,Qwen 3.5 4B | CPU / num_gpu=0
classification,Qwen 3.5 4B,qwen3.5:4b,gpu,A100 40GB / Docker Model Runner GPU,1.1835519737499567,0.00251628606245665,0.0538318078125,1.127203879875,4.637437484689144e-06,1.1835566111874414,64.75,96.0,160.75,8.331508439132136,173.5286307952471,181.86013923437923,0.0,9.093006961718963e-06,0.0,9.093006961718963e-06,5.657307885253014e-05,1131.4615770506027,173.5286307952471,1079.6648786051292,0.0,Qwen 3.5 4B | A100 40GB / Docker Model Runner GPU
classification,Qwen 3.5 9B,qwen3.5:9b,cpu,CPU / num_gpu=0,14.451351242749979,0.0032506895624789312,1.4095643481875,13.038536205,4.589124927179e-06,14.451355831874906,64.75,96.0,160.75,906.69858395261,672.6365993660179,1579.3351833186277,0.0,7.896675916593139e-05,0.0,7.896675916593139e-05,0.000491268602304425,9825.372046089582,906.69858395261,5640.764837348147,0.0,Qwen 3.5 9B | CPU / num_gpu=0
classification,Qwen 3.5 9B,qwen3.5:9b,gpu,A100 40GB / Docker Model Runner GPU,1.3529170343749968,0.002617902187496706,0.058768146874999996,1.2915309853125,4.513687457574633e-06,1.3529215480624543,64.75,96.0,160.75,8.545410922828072,258.27074869139875,266.8161596142268,0.0,1.3340807980711342e-05,0.0,1.3340807980711342e-05,8.300457290216906e-05,1660.0914580433814,258.27074869139875,1606.8790603016823,0.0,Qwen 3.5 9B | A100 40GB / Docker Model Runner GPU
rag_rank,Qwen3 Embed 0.6B,qwen3-embedding:0.6b,cpu,CPU / num_gpu=0,0.12641483999999534,0.0016869736249953125,0.0,0.124727866375,0.000455894249853325,0.1268707342498487,13.25,0.0,13.25,3.2062874185352546,4.734456901662967,7.940744320198221,0.0,3.970372160099111e-07,0.0,3.970372160099111e-07,3.0329391499791052e-05,606.587829995821,3.2062874185352546,244.47443627763167,,Qwen3 Embed 0.6B | CPU / num_gpu=0
rag_rank,Qwen3 Embed 0.6B,qwen3-embedding:0.6b,gpu,A100 40GB / Docker Model Runner GPU,0.10283814424991528,0.0015729419999152752,0.0,0.10126520224999999,0.00042777687491475,0.10326592112483006,13.25,0.0,13.25,0.4970849395494677,7.620728613959644,8.117813553509112,0.0,4.058906776754556e-07,0.0,4.058906776754556e-07,3.106765492622729e-05,621.3530985245458,7.620728613959644,583.4126187414621,,Qwen3 Embed 0.6B | A100 40GB / Docker Model Runner GPU
rag_rank,Qwen3 Embed 4B,qwen3-embedding:4b,cpu,CPU / num_gpu=0,0.24925621849996557,0.00192445149996555,0.0,0.247331767,0.0008708856249768,0.25012710412494243,13.25,0.0,13.25,10.303488148109926,9.421679015772998,19.725167163882922,0.0,9.862583581941462e-07,0.0,9.862583581941462e-07,7.527712137808074e-05,1505.5424275616147,10.303488148109926,784.9701877266357,,Qwen3 Embed 4B | CPU / num_gpu=0
rag_rank,Qwen3 Embed 4B,qwen3-embedding:4b,gpu,A100 40GB / Docker Model Runner GPU,0.10895299287506072,0.001689530625060725,0.0,0.10726346225,0.00081015200004225,0.10976314487510304,13.25,0.0,13.25,0.4984838245871786,8.856178026632314,9.354661851219493,0.0,4.6773309256097463e-07,0.0,4.6773309256097463e-07,3.5718637361504367e-05,714.3727472300874,8.856178026632314,676.6436300038436,,Qwen3 Embed 4B | A100 40GB / Docker Model Runner GPU
summarization,Qwen 3.5 0.8B,qwen3.5:0.8b,cpu,CPU / num_gpu=0,5.07042056450003,0.0027361180000305164,0.451566799,4.6161176475,1.839999905920801e-06,5.070422404499936,159.33333333333334,96.0,255.33333333333334,301.469994969955,234.80853671911106,536.2785316890661,0.0,2.6813926584453305e-05,0.0,2.6813926584453305e-05,0.00010523576460343339,2104.7152920693115,301.469994969955,1183.182999999404,,Qwen 3.5 0.8B | CPU / num_gpu=0
summarization,Qwen 3.5 0.8B,qwen3.5:0.8b,gpu,A100 40GB / Docker Model Runner GPU,0.8111107401666686,0.0027459415000018997,0.039996584,0.7683682146666667,1.7986667444347404e-06,0.811112538833413,159.33333333333334,96.0,255.33333333333334,6.196615529575602,80.5431549831288,86.73977051270441,0.0,4.3369885256352204e-06,0.0,4.3369885256352204e-06,1.6999634345291482e-05,339.99268690582966,80.5431549831288,315.721436265326,,Qwen 3.5 0.8B | A100 40GB / Docker Model Runner GPU
summarization,Qwen 3.5 4B,qwen3.5:4b,cpu,CPU / num_gpu=0,13.571546633166653,0.0032700904999857666,2.196500470166667,11.3717760725,2.0235000116978577e-06,13.571548656666664,159.33333333333334,96.0,255.33333333333334,848.5415965565957,630.3399332752896,1478.8815298318852,0.0,7.394407649159426e-05,0.0,7.394407649159426e-05,0.0002900451801069167,5800.903602139259,848.5415965565957,3328.3495041717324,,Qwen 3.5 4B | CPU / num_gpu=0
summarization,Qwen 3.5 4B,qwen3.5:4b,gpu,A100 40GB / Docker Model Runner GPU,1.2178055221666757,0.0029492621666757,0.088307833,1.1265484270000001,1.858333386432302e-06,1.2178073805000622,159.33333333333334,96.0,255.33333333333334,10.221237356745457,174.65010307783712,184.87134043458255,0.0,9.243567021729128e-06,0.0,9.243567021729128e-06,3.627242180643829e-05,725.4484361287658,174.65010307783712,685.0450301882619,,Qwen 3.5 4B | A100 40GB / Docker Model Runner GPU
summarization,Qwen 3.5 9B,qwen3.5:9b,cpu,CPU / num_gpu=0,16.429021578833385,0.004466022500051117,3.295984473666667,13.128571082666667,2.1418333062683814e-06,16.42902372066669,159.33333333333334,96.0,255.33333333333334,1032.5660996456593,765.1359830864473,1797.7020827321066,0.0,8.988510413660533e-05,0.0,8.988510413660533e-05,0.0003526491872381334,7052.9837447638065,1032.5660996456593,4051.0596191426066,,Qwen 3.5 9B | CPU / num_gpu=0
summarization,Qwen 3.5 9B,qwen3.5:9b,gpu,A100 40GB / Docker Model Runner GPU,1.4141912196667665,0.0027759171667665838,0.10258106016666667,1.3088342423333332,2.1115000284529137e-06,1.4141933311667951,159.33333333333334,96.0,255.33333333333334,10.765255518157474,258.034757729806,268.8000132479635,0.0,1.3440000662398176e-05,0.0,1.3440000662398176e-05,5.27612905859921e-05,1055.2258117198419,258.034757729806,1012.5588863358224,,Qwen 3.5 9B | A100 40GB / Docker Model Runner GPU
